Time,CameraY,RHandY,LHandY
6.300006,0.4973073,0.4833621,0.4833621
6.350006,0.4949623,0.483362,0.483362
6.400006,0.5103943,0.483362,0.483362
6.450006,0.5316641,0.483362,0.483362
6.500007,0.5463579,0.483362,0.483362
6.550007,0.5476087,0.483362,0.483362
6.600007,0.5338576,0.483362,0.483362
6.650007,0.5209852,0.483362,0.483362
6.700007,0.5122475,0.483362,0.483362
6.750008,0.5029254,0.483362,0.483362
6.800008,0.4973332,0.483362,0.483362
6.850008,0.4950211,0.483362,0.483362
6.900008,0.5108727,0.483362,0.483362
6.950008,0.5340506,0.483362,0.483362
7.000009,0.5485297,0.483362,0.483362
7.050009,0.5426736,0.483362,0.483362
7.100009,0.5262655,0.483362,0.483362
7.150009,0.5143728,0.483362,0.483362
7.200009,0.5046709,0.483362,0.483362
7.25001,0.4996651,0.4833618,0.4833618
7.30001,0.4963989,0.483362,0.483362
7.35001,0.4948053,0.4833619,0.4833619
7.40001,0.5244682,0.483362,0.483362
7.45001,0.5401841,0.483362,0.483362
7.50001,0.5497829,0.4833618,0.4833618
7.550011,0.5378626,0.483362,0.483362
7.600011,0.5240967,0.483362,0.483362
7.650011,0.5148723,0.4833619,0.4833619
7.700011,0.5066919,0.483362,0.483362
7.750011,0.4997663,0.483362,0.483362
7.800012,0.4964324,0.483362,0.483362
7.850012,0.4948121,0.4833619,0.4833619
7.900012,0.5171986,0.483362,0.483362
7.950012,0.5403515,0.483362,0.483362
8.000012,0.5496053,0.4833619,0.4833619
8.050013,0.5380403,0.4833618,0.4833618
8.100013,0.5243227,0.4833618,0.4833618
8.150013,0.515068,0.4833619,0.4833619
8.200013,0.5074038,0.483362,0.483362
8.250013,0.5010837,0.4833618,0.4833618
8.300014,0.4967643,0.483362,0.483362
8.350014,0.4948058,0.4833618,0.4833618
8.400014,0.5226496,0.4833619,0.4833619
8.450014,0.5402195,0.483362,0.483362
8.500014,0.5496892,0.4833621,0.4833621
8.550014,0.5379738,0.483362,0.483362
8.600015,0.5232282,0.4833618,0.4833618
8.650015,0.5113153,0.483362,0.483362
8.700015,0.5034825,0.483362,0.483362
8.750015,0.4983942,0.4833618,0.4833618
8.800015,0.4952564,0.4833618,0.4833618
8.850016,0.5105239,0.4833618,0.4833618
8.900016,0.5308202,0.4833616,0.4833616
8.950016,0.5438663,0.4833618,0.4833618
9.000016,0.5502378,0.4833618,0.4833618
9.050016,0.5376537,0.4833618,0.4833618
9.100017,0.5263238,0.483362,0.483362
9.150017,0.5143435,0.4833618,0.4833618
9.200017,0.5046222,0.4833618,0.4833618
9.250017,0.4988884,0.4833618,0.4833618
9.300017,0.4957473,0.4833618,0.4833618
9.350018,0.502762,0.4833618,0.4833618
9.400018,0.5287259,0.4833618,0.4833618
9.450018,0.543585,0.4833618,0.4833618
9.500018,0.5502346,0.4833617,0.4833617
9.550018,0.5338324,0.4833618,0.4833618
9.600019,0.5197247,0.4833618,0.4833618
9.650019,0.5095689,0.4833618,0.4833618
9.700019,0.502789,0.4833617,0.4833617
9.750019,0.4973096,0.4833617,0.4833617
9.800019,0.4950215,0.4833618,0.4833618
9.850019,0.5104628,0.4833617,0.4833617
9.90002,0.5339361,0.4833618,0.4833618
9.95002,0.5455102,0.4833617,0.4833617
