Time,Amplitude
2.079998,0.4975968
2.089998,0.4968935
2.099998,0.496222
2.109998,0.4956761
2.119998,0.4952122
2.129998,0.4949801
2.139998,0.4948332
2.149998,0.4948034
2.159998,0.4997515
2.169998,0.5053643
2.179998,0.5111706
2.189998,0.5146595
2.199998,0.5186747
2.209998,0.5220875
2.219998,0.5250045
2.229998,0.52737
2.239998,0.5287325
2.249998,0.5299634
2.259998,0.5306575
2.269998,0.5314444
2.279998,0.5317624
2.289998,0.5286783
2.299998,0.5260735
2.309998,0.5232924
2.319998,0.5208735
2.329998,0.5193006
2.339998,0.51712
2.349998,0.5157929
2.359998,0.513701
2.369998,0.5124083
2.379998,0.510276
2.389998,0.5085109
2.399998,0.5073197
2.409998,0.5057938
2.419998,0.5042489
2.429998,0.5033419
2.439998,0.5020289
2.449998,0.5011219
2.459998,0.5001149
2.469998,0.4994777
2.479998,0.4984773
2.489998,0.497871
2.499998,0.497103
2.509998,0.4964557
2.519998,0.4957758
2.529998,0.4954168
2.539998,0.4952143
2.549998,0.4949456
2.559998,0.4948231
2.569998,0.4972628
2.579998,0.5012276
2.589998,0.5059314
2.599998,0.5105103
2.609998,0.5130293
2.619998,0.5172598
2.629998,0.5210314
2.639998,0.5238371
2.649998,0.5258365
2.659998,0.5274932
2.669998,0.5286186
2.679998,0.5302021
2.689998,0.5311616
2.699998,0.5316972
2.709998,0.5303184
2.719998,0.5270547
2.729998,0.5243986
2.739998,0.5217763
2.749998,0.5192443
2.759998,0.5178385
2.769998,0.5156323
2.779998,0.5141143
2.789998,0.5122753
2.799998,0.5110145
2.809998,0.5092977
2.819998,0.508216
2.829998,0.5065113
2.839998,0.5054727
2.849998,0.5039634
2.859998,0.5023773
2.869998,0.5010007
2.879998,0.499858
2.889998,0.4988647
2.899998,0.4978018
2.909998,0.4971382
2.919998,0.4963829
2.929998,0.4958443
2.939998,0.4955628
2.949998,0.4952102
2.959998,0.4950501
2.969998,0.4948672
2.979998,0.4948125
2.989998,0.4985531
2.999998,0.503606
3.009998,0.5066338
3.019998,0.5110759
3.029998,0.514823
3.039998,0.5173506
3.049998,0.5195079
3.059998,0.5230014
3.069998,0.525647
3.079998,0.5278078
3.089998,0.5295188
3.099998,0.5302833
3.109998,0.5312389
3.119998,0.5317413
3.129997,0.5300369
3.139997,0.5283846
3.149997,0.525673
3.159997,0.524076
3.169997,0.5212278
3.179997,0.5190837
3.189997,0.5173297
3.199997,0.5155129
3.209997,0.514085
3.219997,0.5119843
3.229997,0.5100289
3.239997,0.508184
3.249997,0.5071109
3.259997,0.5052876
3.269997,0.503927
3.279997,0.5029942
3.289997,0.5017564
3.299997,0.5009212
3.309997,0.4997967
3.319997,0.4988522
3.329997,0.4982065
3.339997,0.4974461
3.349997,0.4969545
3.359997,0.4963559
3.369997,0.4960165
3.379997,0.4955391
3.389997,0.4953009
3.399997,0.4950306
3.409997,0.494893
3.419997,0.4948124
3.429997,0.4965188
3.439997,0.501468
3.449997,0.506716
3.459997,0.5095196
3.469997,0.5138833
3.479997,0.5182657
3.489997,0.5213906
3.499997,0.5231534
3.509997,0.5257118
3.519997,0.5270658
3.529997,0.5288866
3.539997,0.5298566
3.549997,0.5309822
3.559997,0.5315908
3.569997,0.5312611
3.579997,0.5295143
3.589997,0.5268122
3.599997,0.524393
3.609997,0.5225728
3.619997,0.5196571
3.629997,0.5174722
3.639997,0.5159002
3.649997,0.5134664
3.659997,0.5116017
3.669997,0.5098529
3.679997,0.5077746
3.689997,0.506142
3.699997,0.5044581
3.709997,0.5029615
3.719997,0.5015675
3.729997,0.5002996
3.739997,0.4990269
3.749997,0.4980832
3.759997,0.497347
3.769997,0.4966264
3.779997,0.4962234
3.789997,0.4956928
3.799997,0.4952489
3.809997,0.4950181
3.819997,0.4949074
3.829997,0.4948086
3.839997,0.4990653
3.849997,0.5023226
3.859997,0.507554
3.869997,0.5124235
3.879997,0.5164296
3.889997,0.5199651
3.899997,0.5220165
3.909997,0.5246143
3.919997,0.5260779
3.929997,0.5281025
3.939997,0.529334
3.949997,0.5304538
3.959997,0.531038
3.969997,0.5316146
3.979997,0.5317578
3.989997,0.5294434
3.999997,0.5265692
4.009997,0.5246688
4.019997,0.5223981
4.029997,0.5208685
4.039998,0.5181835
4.049998,0.516149
4.059998,0.5139424
4.069998,0.5125752
4.079998,0.5103643
4.089999,0.5087339
4.099999,0.5068997
4.109999,0.5058987
4.119999,0.5042503
4.13,0.5028769
4.14,0.5013682
4.15,0.5002689
4.16,0.4995833
4.170001,0.4986412
4.180001,0.4980137
4.190001,0.4972488
4.200001,0.4965184
4.210001,0.4958769
4.220002,0.4954608
4.230002,0.4952237
4.240002,0.4949847
4.250002,0.4948337
4.260003,0.4948038
4.270003,0.4996638
4.280003,0.5035843
4.290003,0.5076591
4.300004,0.5105217
4.310004,0.5147152
4.320004,0.5186046
4.330004,0.5219942
4.340004,0.5238043
4.350005,0.5264264
4.360005,0.5283539
4.370005,0.5293283
4.380005,0.530595
4.390006,0.5314181
4.400006,0.5316997
4.410006,0.5306884
4.420006,0.5284634
4.430007,0.5262239
4.440007,0.5245481
4.450007,0.522063
4.460007,0.5194139
4.470007,0.5169939
4.480008,0.5146596
4.490008,0.5122105
4.500008,0.5104434
4.510008,0.5093193
4.520009,0.5075457
4.530009,0.505814
4.540009,0.5044168
4.550009,0.5033916
4.560009,0.5018455
4.57001,0.5006613
4.58001,0.4995267
4.59001,0.4988217
4.60001,0.4979157
4.610011,0.4971952
4.620011,0.4964062
4.630011,0.4958685
4.640011,0.4953863
4.650012,0.4950802
4.660012,0.4948745
4.670012,0.4948032
4.680012,0.5009519
4.690012,0.5058203
4.700013,0.5106784
4.710013,0.5133272
4.720013,0.517087
4.730013,0.5193132
4.740014,0.5222902
4.750014,0.5246171
4.760014,0.526561
4.770014,0.5287262
4.780015,0.5301455
4.790015,0.5312371
4.800015,0.5317172
4.810015,0.5297263
4.820015,0.5272058
4.830016,0.5244653
4.840016,0.5218517
4.850016,0.5202267
4.860016,0.5180967
4.870017,0.5167311
4.880017,0.5140635
4.890017,0.5123114
4.900017,0.5100904
4.910017,0.5083143
4.920018,0.5065094
4.930018,0.5047947
4.940018,0.5031185
4.950018,0.5017679
4.960019,0.5005853
4.970019,0.4994191
4.980019,0.4984109
4.990019,0.4978627
5.00002,0.4970283
5.01002,0.496395
5.02002,0.4960434
5.03002,0.4955768
5.04002,0.4953423
5.050021,0.4950575
5.060021,0.4949304
5.070021,0.4948112
5.080021,0.4977966
5.090022,0.5010777
5.100022,0.5063275
5.110022,0.509155
5.120022,0.5135429
5.130023,0.5175378
5.140023,0.5213932
5.150023,0.5241889
5.160023,0.5256987
5.170023,0.5277851
5.180024,0.5295327
5.190024,0.5303009
5.200024,0.5312555
5.210024,0.5317414
5.220025,0.5301235
5.230025,0.5284274
5.240025,0.5255982
5.250025,0.5226936
5.260026,0.520179
5.270026,0.5174908
5.280026,0.5155341
5.290026,0.5142149
5.300026,0.5120399
5.310027,0.5100486
5.320027,0.5081393
5.330027,0.5061686
5.340027,0.5046902
5.350028,0.5033894
5.360028,0.5024856
5.370028,0.5017387
5.380028,0.5009653
5.390028,0.4998159
5.400029,0.4986207
5.410029,0.4978243
5.420029,0.49707
5.430029,0.4966404
5.44003,0.4960533
5.45003,0.4955336
5.46003,0.4951513
5.47003,0.4949238
5.480031,0.4948137
5.490031,0.4958931
5.500031,0.5013014
5.510031,0.5066058
5.520031,0.5099472
5.530032,0.5136399
5.540032,0.5161682
5.550032,0.5197598
5.560032,0.5229438
5.570033,0.5256068
5.580033,0.5269269
5.590033,0.5290284
5.600033,0.530338
5.610034,0.5309358
5.620034,0.5315737
5.630034,0.5317446
5.640034,0.5298783
5.650034,0.5281738
5.660035,0.5251451
5.670035,0.5225995
5.680035,0.5201182
5.690035,0.518727
5.700036,0.5163981
5.710036,0.5144414
5.720036,0.5130554
5.730036,0.5112092
5.740036,0.5097225
5.750037,0.5078862
5.760037,0.5068566
5.770037,0.5053302
5.780037,0.5043396
5.790038,0.5030205
5.800038,0.5014984
5.810038,0.5003812
5.820038,0.4996487
5.830039,0.4987112
5.840039,0.4977903
5.850039,0.4972847
5.860039,0.4966242
5.870039,0.4961909
5.88004,0.4957509
5.89004,0.495483
5.90004,0.4951509
5.91004,0.4950016
5.920041,0.4948468
5.930041,0.4948067
5.940041,0.4989522
5.950041,0.5027306
5.960042,0.5070798
5.970042,0.5098242
5.980042,0.5140428
5.990042,0.5163846
6.000042,0.5198648
6.010043,0.5217696
6.020043,0.5245669
6.030043,0.5266625
6.040043,0.5284086
6.050044,0.5298257
6.060044,0.5309671
6.070044,0.5313995
6.080044,0.5317473
6.090044,0.5295205
6.100045,0.5273868
6.110045,0.5251835
6.120045,0.5223635
6.130045,0.5198436
6.140046,0.5184535
6.150046,0.5161299
6.160046,0.5139393
6.170046,0.5124735
6.180047,0.5106813
6.190047,0.5087352
6.200047,0.5071012
6.210047,0.5061049
6.220047,0.5051798
6.230048,0.5035725
6.240048,0.5020487
6.250048,0.5007465
6.260048,0.4996266
6.270049,0.4985328
6.280049,0.4977117
6.290049,0.4969164
6.300049,0.4962061
6.31005,0.4957007
6.32005,0.4954407
6.33005,0.4951231
6.34005,0.4949833
6.35005,0.4948385
6.360051,0.4948045
6.370051,0.5001101
6.380051,0.504957
6.390051,0.5077487
6.400052,0.5125372
6.410052,0.5165199
6.420052,0.5201607
6.430052,0.5224461
6.440053,0.5247432
6.450053,0.5261631
6.460053,0.5282796
6.470053,0.5299926
6.480053,0.5310273
6.490054,0.5316454
6.500054,0.5305409
6.510054,0.5278069
6.520054,0.5262092
6.530055,0.5235465
6.540055,0.5208611
6.550055,0.5183532
6.560055,0.5157331
6.570055,0.5136359
6.580056,0.5115575
6.590056,0.5098328
6.600056,0.508594
6.610056,0.5074747
6.620057,0.5059112
6.630057,0.5041521
6.640057,0.5027589
6.650057,0.5014122
6.660058,0.5007159
6.670058,0.4995533
6.680058,0.4985527
6.690058,0.4979187
6.700058,0.4972474
6.710059,0.4968201
6.720059,0.4961703
6.730059,0.4956374
6.740059,0.4952493
6.75006,0.495061
6.76006,0.4948688
6.77006,0.4948043
6.78006,0.4972747
6.790061,0.5028556
6.800061,0.5060354
6.810061,0.5103549
6.820061,0.5130327
6.830061,0.5174339
6.840062,0.5204986
6.850062,0.5223508
6.860062,0.5250409
6.870062,0.5265347
6.880063,0.5283957
6.890063,0.5293494
6.900063,0.5307441
6.910063,0.5314413
6.920063,0.5316927
6.930064,0.5306091
6.940064,0.5289088
6.950064,0.5261397
6.960064,0.5240268
6.970065,0.5218213
6.980065,0.5193649
6.990065,0.5170087
7.000065,0.5156919
7.010066,0.5135524
7.020066,0.5122718
7.030066,0.5103167
7.040066,0.508186
7.050066,0.5065941
7.060067,0.5056266
7.070067,0.50416
7.080067,0.503316
7.090067,0.5019712
7.100068,0.5011809
7.110068,0.4998514
7.120068,0.4989302
7.130068,0.4978725
7.140069,0.4971745
7.150069,0.4964631
7.160069,0.4958403
7.170069,0.4953803
7.180069,0.4950854
7.19007,0.4949432
7.20007,0.4948245
7.21007,0.4948341
7.22007,0.5005944
7.230071,0.5059616
7.240071,0.5112264
7.250071,0.5154213
7.260071,0.5189946
7.270072,0.5223094
7.280072,0.5240676
7.290072,0.5264382
7.300072,0.5278713
7.310072,0.5293497
7.320073,0.5302635
7.330073,0.5311644
7.340073,0.531691
7.350073,0.5302771
7.360074,0.5273613
7.370074,0.5253561
7.380074,0.5231233
7.390074,0.5202974
7.400074,0.5180286
7.410075,0.5156912
7.420075,0.5142499
7.430075,0.5122971
7.440075,0.5100684
7.450076,0.5082985
7.460076,0.5064039
7.470076,0.5048745
7.480076,0.5035705
7.490077,0.5026119
7.500077,0.5017018
7.510077,0.5005901
7.520077,0.4999184
7.530077,0.4988863
7.540078,0.4979351
7.550078,0.4974337
7.560078,0.4967464
7.570078,0.4963039
7.580079,0.4958152
7.590079,0.4955532
7.600079,0.4951949
7.610079,0.4950426
7.62008,0.4948623
7.63008,0.4948093
7.64008,0.4979808
7.65008,0.5043043
7.66008,0.508722
7.670081,0.511368
7.680081,0.5156586
7.690081,0.5193481
7.700081,0.5226371
7.710082,0.5245735
7.720082,0.5266306
7.730082,0.5278682
7.740082,0.5296179
7.750082,0.5308038
7.760083,0.5315373
7.770083,0.5317422
7.780083,0.5297601
7.790083,0.5271734
7.800084,0.5255008
7.810084,0.5227099
7.820084,0.5203161
7.830084,0.5186383
7.840085,0.5166578
7.850085,0.5150782
7.860085,0.5132365
7.870085,0.5120104
7.880085,0.5100685
7.890086,0.5084248
7.900086,0.5072475
7.910086,0.5062817
7.920086,0.5047042
7.930087,0.5035707
7.940087,0.5024549
7.950087,0.5016782
7.960087,0.500354
7.970088,0.4992124
7.980088,0.4983075
7.990088,0.4974303
8.000088,0.4966503
8.010088,0.496054
8.020088,0.4955471
8.030088,0.4953149
8.040089,0.4950187
8.050089,0.494854
8.060089,0.4958643
8.070089,0.50122
8.08009,0.5044026
8.09009,0.5090754
8.10009,0.511719
8.11009,0.5159036
8.12009,0.5196393
8.130091,0.521912
8.140091,0.5242935
8.150091,0.5259438
8.160091,0.5279469
8.170092,0.5296368
8.180092,0.5303935
8.190092,0.5312839
8.200092,0.5316578
8.210093,0.5313856
8.220093,0.5296718
8.230093,0.5266626
8.240093,0.5240654
8.250093,0.52128
8.260094,0.5189272
8.270094,0.5172945
8.280094,0.5152777
8.290094,0.5139571
8.300095,0.5119696
8.310095,0.5107371
8.320095,0.5089258
8.330095,0.5078841
8.340096,0.5060456
8.350096,0.5042855
8.360096,0.5030825
8.370096,0.5019213
8.380096,0.5010636
8.390097,0.5003774
8.400097,0.4992572
8.410097,0.4986821
8.420097,0.4976995
8.430098,0.496991
8.440098,0.4965975
8.450098,0.4959521
8.460098,0.4955139
8.470098,0.4952849
8.480099,0.4950193
8.490099,0.4948919
8.500099,0.494809
8.510099,0.496843
8.5201,0.5020471
8.5301,0.5074172
8.5401,0.511907
8.5501,0.516243
8.560101,0.5216473
8.570101,0.5247234
8.580101,0.5270042
8.590101,0.5281961
8.600101,0.5297505
8.610102,0.5305882
8.620102,0.5316066
8.630102,0.5299117
8.640102,0.5279781
8.650103,0.5252053
8.660103,0.5225002
8.670103,0.5209264
8.680103,0.5187188
8.690104,0.5173179
8.700104,0.5150682
8.710104,0.5138234
8.720104,0.5117406
8.730104,0.5104623
8.740105,0.5086906
8.750105,0.5069879
8.760105,0.5055167
8.770105,0.5042998
8.780106,0.5028116
8.790106,0.5014288
8.800106,0.5003365
8.810106,0.4995766
8.820107,0.498584
8.830107,0.4976455
8.840107,0.4969724
8.850107,0.4965616
8.860107,0.4960095
8.870108,0.4955142
8.880108,0.4951597
8.890108,0.4949084
8.900108,0.4948106
8.910109,0.4986482
8.920109,0.5041513
8.930109,0.509159
8.940109,0.5137121
8.950109,0.5177433
8.96011,0.521327
8.97011,0.5243819
8.98011,0.5269496
8.99011,0.5289277
9.000111,0.5303378
9.010111,0.5312828
9.020111,0.5317345
9.030111,0.5297663
9.040112,0.5268698
9.050112,0.5240258
9.060112,0.5210481
9.070112,0.5186255
9.080112,0.5163684
9.090113,0.5141183
9.100113,0.5118476
9.110113,0.5098314
9.120113,0.5079818
9.130114,0.5062002
9.140114,0.5044708
9.150114,0.5028946
9.160114,0.5016189
9.170115,0.500351
9.180115,0.4992166
9.190115,0.498223
9.200115,0.4973291
9.210115,0.4965711
9.220116,0.4961877
9.230116,0.4957104
9.240116,0.4954669
9.250116,0.4952318
9.260117,0.4949897
9.270117,0.4948844
9.280117,0.4948038
9.290117,0.4997722
9.300117,0.5028719
9.310118,0.5076489
9.320118,0.5102873
9.330118,0.5131961
9.340118,0.5171106
9.350119,0.5204759
9.360119,0.5222542
9.370119,0.5250142
9.380119,0.5269992
9.39012,0.528358
9.40012,0.5293436
9.41012,0.5306739
9.42012,0.5315652
9.43012,0.5317632
9.440121,0.5289743
9.450121,0.5272876
9.460121,0.5247045
9.470121,0.5231236
9.480122,0.5206611
9.490122,0.5190954
9.500122,0.5169986
9.510122,0.5154436
9.520123,0.5133544
9.530123,0.5112807
9.540123,0.5093363
9.550123,0.5075002
9.560123,0.5057131
9.570124,0.5041689
9.580124,0.5032635
9.590124,0.5019241
9.600124,0.5005712
9.610125,0.4994666
9.620125,0.4982176
9.630125,0.4975487
9.640125,0.4967941
9.650126,0.4961396
9.660126,0.495825
9.670126,0.4954116
9.680126,0.4951956
9.690126,0.494954
9.700127,0.4948218
9.710127,0.4949807
9.720127,0.5003901
9.730127,0.5035926
9.740128,0.5083553
9.750128,0.5109437
9.760128,0.5152364
9.770128,0.5176724
9.780128,0.5208414
9.790129,0.5238839
9.800129,0.5254097
9.810129,0.5275569
9.820129,0.528717
9.83013,0.5301052
9.84013,0.5310082
9.85013,0.531485
9.86013,0.5317019
9.870131,0.5315855
9.880131,0.5288615
9.890131,0.5271624
9.900131,0.5244917
9.910131,0.5228391
9.920132,0.5204789
9.930132,0.5188971
9.940132,0.5166113
9.950132,0.5145229
9.960133,0.5132576
9.970133,0.5111929
9.980133,0.5099779
9.990133,0.5083097
