Time,Amplitude
2.079998,0.4714636
2.089998,0.4851035
2.099998,0.4909326
2.109998,0.4947403
2.119998,0.4941989
2.129998,0.4914912
2.139998,0.4814028
2.149998,0.4667044
2.159998,0.4534303
2.169998,0.4402809
2.179998,0.4251962
2.189998,0.4084343
2.199998,0.3900628
2.209998,0.3563217
2.219998,0.3219032
2.229998,0.2924407
2.239998,0.2659908
2.249998,0.2306858
2.259998,0.2081486
2.269998,0.1848521
2.279998,0.1505504
2.289998,0.1239411
2.299998,0.1038532
2.309998,0.07403874
2.319998,0.05775499
2.329998,0.03400138
2.339998,0.01596612
2.349998,0.004883677
2.359998,0.001012176
2.369998,0.003076077
2.379998,0.008617491
2.389998,0.01547927
2.399998,0.02577439
2.409998,0.04464185
2.419998,0.05875939
2.429998,0.08758664
2.439998,0.1063557
2.449998,0.1267173
2.459998,0.1613743
2.469998,0.1943464
2.479998,0.2251429
2.489998,0.248402
2.499998,0.2711069
2.509998,0.3114055
2.519998,0.3338928
2.529998,0.3713793
2.539998,0.3908213
2.549998,0.423416
2.559998,0.4516725
2.569998,0.4727033
2.579998,0.4871807
2.589998,0.4940583
2.599998,0.4940004
2.609998,0.4884067
2.619998,0.4805143
2.629998,0.4719149
2.639998,0.4611003
2.649998,0.4472038
2.659998,0.4232518
2.669998,0.4063272
2.679998,0.3880301
2.689998,0.3561855
2.699998,0.3313751
2.709998,0.3080486
2.719998,0.2685536
2.729998,0.2447424
2.739998,0.2053222
2.749998,0.1812252
2.759998,0.1417388
2.769998,0.1203888
2.779998,0.0889872
2.789998,0.07246491
2.799998,0.04997075
2.809998,0.03234318
2.819998,0.01530862
2.829998,0.008412659
2.839998,0.001681745
2.849998,0.001039714
2.859998,0.00545454
2.869998,0.01647532
2.879998,0.02565852
2.889998,0.04222518
2.899998,0.06048048
2.909998,0.07770452
2.919998,0.1104347
2.929998,0.1458443
2.939998,0.1689693
2.949998,0.2085913
2.959998,0.2319159
2.969998,0.2717063
2.979998,0.2938156
2.989998,0.3240548
2.999998,0.3563063
3.009998,0.3763607
3.019998,0.4067048
3.029998,0.4250731
3.039998,0.4434175
3.049998,0.4651934
3.059998,0.4813602
3.069998,0.4886529
3.079998,0.4940622
3.089998,0.4947545
3.099998,0.4930532
3.109998,0.4850878
3.119998,0.4705823
3.129997,0.4588374
3.139997,0.4349305
3.149997,0.4178929
3.159997,0.386733
3.169997,0.3656816
3.179997,0.3285145
3.189997,0.3056059
3.199997,0.2722402
3.209997,0.2437465
3.219997,0.2203525
3.229997,0.1973836
3.239997,0.1594241
3.249997,0.1370401
3.259997,0.1169365
3.269997,0.08402121
3.279997,0.06604639
3.289997,0.04218298
3.299997,0.02963975
3.309997,0.01415783
3.319997,0.004987508
3.329997,0.001637757
3.339997,0.001070648
3.349997,0.002771646
3.359997,0.00663653
3.369997,0.01769072
3.379997,0.02711156
3.389997,0.03908059
3.399997,0.06317684
3.409997,0.09080821
3.419997,0.1111215
3.429997,0.1317937
3.439997,0.1538545
3.449997,0.1911218
3.459997,0.2129935
3.469997,0.2356581
3.479997,0.2778965
3.489997,0.3020735
3.499997,0.3409871
3.509997,0.3781787
3.519997,0.3985136
3.529997,0.4277899
3.539997,0.4512364
3.549997,0.4649056
3.559997,0.4759659
3.569997,0.4887276
3.579997,0.4944598
3.589997,0.4945074
3.599997,0.4883369
3.609997,0.4766016
3.619997,0.4592545
3.629997,0.4463088
3.639997,0.4318805
3.649997,0.4149835
3.659997,0.3834127
3.669997,0.3622455
3.679997,0.3266252
3.689997,0.2929699
3.699997,0.2633389
3.709997,0.2392277
3.719997,0.21577
3.729997,0.1747612
3.739997,0.1506259
3.749997,0.1166357
3.759997,0.09575787
3.769997,0.06844944
3.779997,0.05340436
3.789997,0.03409585
3.799997,0.02025899
3.809997,0.01222476
3.819997,0.003549486
3.829997,0.001337886
3.839997,0.001193464
3.849997,0.003441274
3.859997,0.01238915
3.869997,0.02551511
3.879997,0.03807843
3.889997,0.05207703
3.899997,0.06758958
3.909997,0.09737346
3.919997,0.1169266
3.929997,0.1525871
3.939997,0.1744095
3.949997,0.1967896
3.959997,0.2360642
3.969997,0.2604578
3.979997,0.301788
3.989997,0.3255138
3.999997,0.3648697
4.009997,0.3986111
4.019997,0.4267255
4.029997,0.4444578
4.039998,0.4680256
4.049998,0.4831719
4.059998,0.4891102
4.069998,0.4928673
4.079998,0.4945486
4.089999,0.4924649
4.099999,0.4835039
4.109999,0.4712127
4.119999,0.4562167
4.13,0.4431515
4.14,0.4275612
4.15,0.3977377
4.16,0.3782037
4.170001,0.3484562
4.180001,0.3212501
4.190001,0.2972794
4.200001,0.2579401
4.210001,0.2342197
4.220002,0.2107883
4.230002,0.1711684
4.240002,0.1495838
4.250002,0.1144389
4.260003,0.08684823
4.270003,0.06464264
4.280003,0.04980698
4.290003,0.03726038
4.300004,0.02600637
4.310004,0.01133096
4.320004,0.005466551
4.330004,0.001123816
4.340004,0.002359211
4.350005,0.007731557
4.360005,0.01407373
4.370005,0.02969664
4.380005,0.04098731
4.390006,0.05415142
4.400006,0.07130975
4.410006,0.1002315
4.420006,0.1315523
4.430007,0.155853
4.440007,0.1785946
4.450007,0.2006124
4.460007,0.2421887
4.470007,0.2653518
4.480008,0.3047902
4.490008,0.3269908
4.500008,0.3604682
4.510008,0.3845356
4.520009,0.4024271
4.530009,0.4199447
4.540009,0.4499788
4.550009,0.4689296
4.560009,0.4852741
4.57001,0.4934205
4.58001,0.4944511
4.59001,0.4919935
4.60001,0.4810266
4.610011,0.4641855
4.620011,0.4398995
4.630011,0.4136649
4.640011,0.39449
4.650012,0.3597371
4.660012,0.3388855
4.670012,0.3036463
4.680012,0.2776147
4.690012,0.2554682
4.700013,0.2335443
4.710013,0.2110079
4.720013,0.1870257
4.730013,0.1474373
4.740014,0.1248437
4.750014,0.09122998
4.760014,0.06255463
4.770014,0.0397287
4.780015,0.0274972
4.790015,0.01814172
4.800015,0.009917617
4.810015,0.002417117
4.820015,0.001037776
4.830016,0.001698166
4.840016,0.007846981
4.850016,0.01485991
4.860016,0.03120294
4.870017,0.04362386
4.880017,0.0565953
4.890017,0.07187897
4.900017,0.1022861
4.910017,0.1314661
4.920018,0.1576064
4.930018,0.1794318
4.940018,0.2035087
4.950018,0.2453251
4.960019,0.2690403
4.970019,0.3081378
4.980019,0.329617
4.990019,0.3540312
5.00002,0.3861939
5.01002,0.4054064
5.02002,0.43667
5.03002,0.4618447
5.04002,0.4786546
5.050021,0.4893193
5.060021,0.4932324
5.070021,0.494745
5.080021,0.4942331
5.090022,0.48975
5.100022,0.4812056
5.110022,0.4720177
5.120022,0.4608521
5.130023,0.4380794
5.140023,0.4230622
5.150023,0.3913215
5.160023,0.3717996
5.170023,0.3358647
5.180024,0.3111391
5.190024,0.2702062
5.200024,0.2300663
5.210024,0.1958649
5.220025,0.16545
5.230025,0.1442919
5.240025,0.1243573
5.250025,0.08955497
5.260026,0.07075709
5.270026,0.04660803
5.280026,0.03380352
5.290026,0.01667109
5.300026,0.006905317
5.310027,0.002171785
5.320027,0.001001686
5.330027,0.001959383
5.340027,0.007271826
5.350028,0.01589265
5.360028,0.02612844
5.370028,0.0449037
5.380028,0.05848315
5.390028,0.07338259
5.400029,0.09034386
5.410029,0.1254473
5.420029,0.1620186
5.430029,0.1846808
5.44003,0.2206516
5.45003,0.2451135
5.46003,0.2690602
5.47003,0.2907337
5.480031,0.3127129
5.490031,0.3471213
5.500031,0.3708653
5.510031,0.3902393
5.520031,0.4078384
5.530032,0.4267369
5.540032,0.4505034
5.550032,0.464957
5.560032,0.4811985
5.570033,0.491467
5.580033,0.4948035
5.590033,0.4932966
5.600033,0.4861529
5.610034,0.4718549
5.620034,0.4607989
5.630034,0.4355639
5.640034,0.4053666
5.650034,0.3710217
5.660035,0.3448989
5.670035,0.307056
5.680035,0.2708724
5.690035,0.2459027
5.700036,0.2063096
5.710036,0.1736344
5.720036,0.143738
5.730036,0.1210922
5.740036,0.08919474
5.750037,0.0725297
5.760037,0.05751127
5.770037,0.04321995
5.780037,0.02330214
5.790038,0.01125824
5.800038,0.004596949
5.810038,0.001584083
5.820038,0.001069576
5.830039,0.005172908
5.840039,0.01026422
5.850039,0.0211449
5.860039,0.03612587
5.870039,0.04912344
5.88004,0.07501045
5.89004,0.09418643
5.90004,0.1278714
5.91004,0.1509785
5.920041,0.1856296
5.930041,0.2083811
5.940041,0.2304921
5.950041,0.2573692
5.960042,0.2923152
5.970042,0.3273428
5.980042,0.3549278
5.990042,0.3762242
6.000042,0.41062
6.010043,0.4401056
6.020043,0.4642137
6.030043,0.4809496
6.040043,0.4879913
6.050044,0.4941164
6.060044,0.4947647
6.070044,0.4927205
6.080044,0.4856042
6.090044,0.4773402
6.100045,0.4588899
6.110045,0.4352159
6.120045,0.4192185
6.130045,0.3937187
6.140046,0.364888
6.150046,0.3268276
6.160046,0.3046917
6.170046,0.2648247
6.180047,0.2415411
6.190047,0.2179378
6.200047,0.1795008
6.210047,0.1582322
6.220047,0.1245735
6.230048,0.1021736
6.240048,0.08380321
6.250048,0.06741154
6.260048,0.04140526
6.270049,0.02177739
6.280049,0.01267993
6.290049,0.003983676
6.300049,0.001504332
6.31005,0.001100212
6.32005,0.004970491
6.33005,0.01067054
6.34005,0.01777631
6.35005,0.02698594
6.360051,0.037929
6.370051,0.0583109
6.380051,0.07832277
6.390051,0.09523749
6.400052,0.1153928
6.410052,0.1535763
6.420052,0.1908814
6.430052,0.2125397
6.440053,0.2460354
6.450053,0.2803952
6.460053,0.318482
6.470053,0.3426089
6.480053,0.3769633
6.490054,0.396305
6.500054,0.4156107
6.510054,0.4406209
6.520054,0.4557911
6.530055,0.4750668
6.540055,0.4832454
6.550055,0.4926882
6.560055,0.4946416
6.570055,0.4896236
6.580056,0.4825056
6.590056,0.4672299
6.600056,0.4434861
6.610056,0.4177857
6.620057,0.3974459
6.630057,0.3634488
6.640057,0.323903
6.650057,0.2832437
6.660058,0.2613396
6.670058,0.2250087
6.680058,0.1987027
6.690058,0.1758593
6.700058,0.1536976
6.710059,0.1151615
6.720059,0.08233121
6.730059,0.06620124
6.740059,0.04534817
6.75006,0.03042254
6.76006,0.02036911
6.77006,0.01207805
6.78006,0.003229231
6.790061,0.001111776
6.800061,0.003037304
6.810061,0.00723958
6.820061,0.01876608
6.830061,0.02826899
6.840062,0.04630268
6.850062,0.06698135
6.860062,0.0832392
6.870062,0.1142839
6.880063,0.1340312
6.890063,0.1540542
6.900063,0.1768814
6.910063,0.2160801
6.920063,0.2525569
6.930064,0.2789619
6.940064,0.3032996
6.950064,0.325289
6.960064,0.3619456
6.970065,0.3814872
6.980065,0.4071682
6.990065,0.4335954
7.000065,0.4576323
7.010066,0.4774305
7.020066,0.4886484
7.030066,0.4928296
7.040066,0.4946337
7.050066,0.492906
7.060067,0.4888602
7.070067,0.4790528
7.080067,0.4672115
7.090067,0.4541767
7.100068,0.4291753
7.110068,0.4117497
7.120068,0.3796061
7.130068,0.3585283
7.140069,0.3208637
7.150069,0.2977916
7.160069,0.2575387
7.170069,0.2353083
7.180069,0.2016036
7.19007,0.1712809
7.20007,0.1502498
7.21007,0.1303533
7.22007,0.09437257
7.230071,0.06323472
7.240071,0.04262191
7.250071,0.02870685
7.260071,0.01860213
7.270072,0.01099768
7.280072,0.002603263
7.290072,0.00105679
7.300072,0.003419399
7.310072,0.008109689
7.320073,0.0213871
7.330073,0.036549
7.340073,0.05303717
7.350073,0.06788096
7.360074,0.08535454
7.370074,0.1029815
7.380074,0.1362616
7.390074,0.1727037
7.400074,0.199981
7.410075,0.2234768
7.420075,0.2641953
7.430075,0.3064535
7.440075,0.3290505
7.450076,0.3648944
7.460076,0.383926
7.470076,0.4108678
7.480076,0.4324629
7.490077,0.4472659
7.500077,0.4597528
7.510077,0.4779492
7.520077,0.4859228
7.530077,0.4933509
7.540078,0.4947959
7.550078,0.4920858
7.560078,0.487195
7.570078,0.4735191
7.580079,0.4536587
7.590079,0.4392848
7.600079,0.4087391
7.610079,0.3734939
7.62008,0.3369173
7.63008,0.3114768
7.64008,0.2652052
7.65008,0.2311365
7.66008,0.1945986
7.670081,0.1666152
7.680081,0.1448801
7.690081,0.108939
7.700081,0.09107971
7.710082,0.06190518
7.720082,0.04783654
7.730082,0.03467733
7.740082,0.0171214
7.750082,0.005640715
7.760083,0.00138399
7.770083,0.001452714
7.780083,0.004017204
7.790083,0.008563578
7.800084,0.01503098
7.810084,0.0315488
7.820084,0.05177775
7.830084,0.0698826
7.840085,0.08739609
7.850085,0.1065775
7.860085,0.1388297
7.870085,0.1639206
7.880085,0.2007675
7.890086,0.2248991
7.900086,0.2636237
7.910086,0.2865834
7.920086,0.3085152
7.930087,0.341827
7.940087,0.3684749
7.950087,0.3888491
7.960087,0.4211138
7.970088,0.4378595
7.980088,0.4616308
7.990088,0.4783109
8.000088,0.4853177
8.010088,0.4906453
8.020088,0.4941382
8.030088,0.49425
8.040089,0.4896931
8.050089,0.4815355
8.060089,0.473067
8.070089,0.4628551
8.08009,0.4510484
8.09009,0.4290009
8.10009,0.4098712
8.11009,0.3923096
8.12009,0.3734462
8.130091,0.3428186
8.140091,0.3148719
8.150091,0.2913409
8.160091,0.2672934
8.170092,0.2285472
8.180092,0.206986
8.190092,0.1852425
8.200092,0.1505267
8.210093,0.1267114
8.220093,0.1079283
8.230093,0.09010896
8.240093,0.07358277
8.250093,0.04960027
8.260094,0.03490561
8.270094,0.02384096
8.280094,0.01433095
8.290094,0.004984707
8.300095,0.001928627
8.310095,0.001003861
8.320095,0.002138525
8.330095,0.009036034
8.340096,0.02053502
8.350096,0.03349632
8.360096,0.0457547
8.370096,0.05953157
8.380096,0.07517999
8.390097,0.1071586
8.400097,0.1284178
8.410097,0.1630711
8.420097,0.1984891
8.430098,0.2273625
8.440098,0.2517109
8.450098,0.2915035
8.460098,0.3169397
8.470098,0.3519873
8.480099,0.3740885
8.490099,0.4062195
8.500099,0.4245287
8.510099,0.4509222
8.5201,0.4629902
8.5301,0.4733309
8.5401,0.4864167
8.5501,0.4912452
8.560101,0.4947635
8.570101,0.4936038
8.580101,0.489968
8.590101,0.479476
8.600101,0.4682016
8.610102,0.4476679
8.620102,0.4210246
8.630102,0.4028223
8.640102,0.3686217
8.650103,0.331596
8.660103,0.3075287
8.670103,0.2635137
8.680103,0.2140431
8.690104,0.1760192
8.700104,0.1372676
8.710104,0.1031991
8.720104,0.07269979
8.730104,0.05746356
8.740105,0.04130071
8.750105,0.02353251
8.760105,0.01405421
8.770105,0.004410684
8.780106,0.001670778
8.790106,0.001936942
8.800106,0.007247716
8.810106,0.01593712
8.820107,0.02460882
8.830107,0.03656182
8.840107,0.06215903
8.850107,0.09040669
8.860107,0.110296
8.870108,0.1445235
8.880108,0.1653893
8.890108,0.1978587
8.900108,0.2296747
8.910109,0.2530284
8.920109,0.2926081
8.930109,0.3170513
8.940109,0.3548048
8.950109,0.3790256
8.96011,0.4094182
8.97011,0.4294591
8.98011,0.4550269
8.99011,0.4739946
9.000111,0.4862006
9.010111,0.4911385
9.020111,0.4939863
9.030111,0.4942217
9.040112,0.4904083
9.050112,0.4795921
9.060112,0.4704601
9.070112,0.4595503
9.080112,0.4458524
9.090113,0.4215071
9.100113,0.4048961
9.110113,0.3855479
9.120113,0.3548784
9.130114,0.3309817
9.140114,0.3105366
9.150114,0.2868193
9.160114,0.2627178
9.170115,0.2225192
9.180115,0.1991171
9.190115,0.1746261
9.200115,0.13919
9.210115,0.1063389
9.220116,0.08752313
9.230116,0.07094464
9.240116,0.0546934
9.250116,0.04175863
9.260117,0.02218395
9.270117,0.01328292
9.280117,0.003989458
9.290117,0.001027197
9.300117,0.002339721
9.310118,0.005976081
9.320118,0.01119176
9.330118,0.01874161
9.340118,0.03733015
9.350119,0.05919936
9.360119,0.07613948
9.370119,0.09271288
9.380119,0.1106795
9.39012,0.130023
9.40012,0.1626887
9.41012,0.1900482
9.42012,0.2115967
9.43012,0.2335305
9.440121,0.2571449
9.450121,0.2916794
9.460121,0.3194354
9.470121,0.3404611
9.480122,0.3616398
9.490122,0.3966378
9.500122,0.414528
9.510122,0.4417003
9.520123,0.4617348
9.530123,0.4743259
9.540123,0.4821643
9.550123,0.4881905
9.560123,0.4925385
9.570124,0.4946077
9.580124,0.4931199
9.590124,0.4887481
9.600124,0.4773221
9.610125,0.4616674
9.620125,0.445828
9.630125,0.4315853
9.640125,0.4150405
9.650126,0.3967904
9.660126,0.3625882
9.670126,0.336683
9.680126,0.302799
9.690126,0.2780566
9.700127,0.238158
9.710127,0.1956091
9.720127,0.1552343
9.730127,0.1326972
9.740128,0.09517679
9.750128,0.06672162
9.760128,0.04140007
9.770128,0.02350149
9.780128,0.01321146
9.790129,0.007280231
9.800129,0.003291696
9.810129,0.001000434
9.820129,0.002822131
9.83013,0.006925106
9.84013,0.01268548
9.85013,0.02108923
9.86013,0.03950992
9.870131,0.05476615
9.880131,0.080962
9.890131,0.09902474
9.900131,0.1386876
9.910131,0.177618
9.920132,0.2199787
9.930132,0.2579377
9.940132,0.2817298
9.950132,0.3198756
9.960133,0.3431618
9.970133,0.3767168
9.980133,0.3974289
9.990133,0.414453
