Time,CameraY,RHandY,LHandY
4.549999,0.5502292,0.4833621,0.4833621
4.599999,0.5351506,0.4833621,0.4833621
4.65,0.5229302,0.4833621,0.4833621
4.7,0.5118035,0.4833621,0.4833621
4.75,0.503567,0.4833621,0.4833621
4.8,0.4988881,0.483362,0.483362
4.85,0.4959097,0.4833621,0.4833621
4.900001,0.5023207,0.4833621,0.4833621
4.950001,0.5247223,0.483362,0.483362
5.000001,0.5437337,0.4833621,0.4833621
5.050001,0.5502333,0.4833621,0.4833621
5.100001,0.5340604,0.4833621,0.4833621
5.150002,0.5200163,0.483362,0.483362
5.200002,0.5090043,0.4833621,0.4833621
5.250002,0.5012383,0.4833621,0.4833621
5.300002,0.4973596,0.4833621,0.4833621
5.350002,0.4949277,0.4833621,0.4833621
5.400002,0.5180295,0.4833621,0.4833621
5.450003,0.5390434,0.483362,0.483362
5.500003,0.548393,0.4833621,0.4833621
5.550003,0.5417756,0.483362,0.483362
5.600003,0.5264202,0.4833621,0.4833621
5.650003,0.5146707,0.4833621,0.4833621
5.700004,0.5066791,0.4833621,0.4833621
5.750004,0.4999777,0.483362,0.483362
5.800004,0.4957573,0.4833621,0.4833621
5.850004,0.502463,0.4833621,0.4833621
5.900004,0.5247707,0.483362,0.483362
5.950005,0.5435399,0.483362,0.483362
6.000005,0.5502348,0.483362,0.483362
6.050005,0.5340191,0.483362,0.483362
6.100005,0.5199925,0.483362,0.483362
6.150005,0.5091019,0.483362,0.483362
6.200006,0.5011572,0.4833621,0.4833621
6.250006,0.4966886,0.483362,0.483362
6.300006,0.4949544,0.483362,0.483362
6.350006,0.518126,0.483362,0.483362
6.400006,0.5400248,0.483362,0.483362
6.450006,0.5497211,0.483362,0.483362
6.500007,0.5378511,0.483362,0.483362
6.550007,0.5231557,0.483362,0.483362
6.600007,0.5113223,0.483362,0.483362
6.650007,0.5028189,0.483362,0.483362
6.700007,0.4973354,0.483362,0.483362
6.750008,0.4949382,0.4833618,0.4833618
6.800008,0.5178074,0.483362,0.483362
6.850008,0.5386262,0.483362,0.483362
6.900008,0.5478991,0.483362,0.483362
6.950008,0.5462317,0.483362,0.483362
7.000009,0.5301402,0.483362,0.483362
7.050009,0.5169203,0.483362,0.483362
7.100009,0.5088844,0.483362,0.483362
7.150009,0.5012337,0.483362,0.483362
7.200009,0.4964811,0.483362,0.483362
7.25001,0.4948053,0.483362,0.483362
7.30001,0.5249034,0.483362,0.483362
7.35001,0.5435932,0.483362,0.483362
7.40001,0.550238,0.483362,0.483362
7.45001,0.5340015,0.483362,0.483362
7.50001,0.51985,0.483362,0.483362
7.550011,0.5089716,0.483362,0.483362
7.600011,0.5012258,0.483362,0.483362
7.650011,0.4967888,0.483362,0.483362
7.700011,0.4949198,0.483362,0.483362
7.750011,0.517787,0.483362,0.483362
7.800012,0.5398677,0.4833618,0.4833618
7.850012,0.5497688,0.4833618,0.4833618
7.900012,0.5418363,0.483362,0.483362
7.950012,0.5299251,0.4833618,0.4833618
8.000012,0.5169558,0.4833618,0.4833618
8.050013,0.5074314,0.483362,0.483362
8.100013,0.5012259,0.4833618,0.4833618
8.150013,0.4964329,0.483362,0.483362
8.200013,0.4948041,0.4833618,0.4833618
8.250013,0.5247818,0.4833618,0.4833618
8.300014,0.5437722,0.483362,0.483362
8.350014,0.5502092,0.483362,0.483362
8.400014,0.5378468,0.4833618,0.4833618
8.450014,0.5231372,0.483362,0.483362
8.500014,0.5113487,0.4833618,0.4833618
8.550014,0.5028152,0.4833618,0.4833618
8.600015,0.4976067,0.4833618,0.4833618
8.650015,0.4952472,0.4833618,0.4833618
8.700015,0.5109407,0.4833618,0.4833618
8.750015,0.5355718,0.4833618,0.4833618
8.800015,0.5484657,0.4833618,0.4833618
8.850016,0.5433945,0.4833618,0.4833618
8.900016,0.5300569,0.4833618,0.4833618
8.950016,0.5169444,0.4833618,0.4833618
9.000016,0.5067098,0.4833618,0.4833618
9.050016,0.4996611,0.4833616,0.4833616
9.100017,0.4957508,0.4833617,0.4833617
9.150017,0.5031204,0.4833617,0.4833617
9.200017,0.5291898,0.4833618,0.4833618
9.250017,0.543694,0.4833618,0.4833618
9.300017,0.5502387,0.4833617,0.4833617
9.350018,0.5340393,0.4833617,0.4833617
9.400018,0.5199668,0.4833618,0.4833618
9.450018,0.5089803,0.4833618,0.4833618
9.500018,0.5011895,0.4833618,0.4833618
9.550018,0.4964454,0.4833617,0.4833617
9.600019,0.4948058,0.4833618,0.4833618
9.650019,0.5223277,0.4833618,0.4833618
9.700019,0.5401083,0.4833617,0.4833617
9.750019,0.5494345,0.4833618,0.4833618
9.800019,0.5426314,0.4833617,0.4833617
9.850019,0.5264004,0.4833617,0.4833617
9.90002,0.5139658,0.4833617,0.4833617
9.95002,0.5046921,0.4833618,0.4833618
