Time,CameraY,RHandY,LHandY
5.750004,0.4995371,0.8781186,0.4764507
5.800004,0.4966646,0.8495171,0.5257546
5.850004,0.4953754,0.8262734,0.5615777
5.900004,0.4948226,0.8011295,0.5968994
5.950005,0.5084398,0.7739363,0.6317593
6.000005,0.5226253,0.7463601,0.6641114
6.050005,0.5363972,0.7094664,0.7033881
6.100005,0.5442106,0.6774931,0.7342346
6.150005,0.5487099,0.6454439,0.7625611
6.200006,0.5494734,0.6087508,0.7921615
6.250006,0.5410579,0.5752065,0.8168443
6.300006,0.5313491,0.5310026,0.8462468
6.350006,0.5224093,0.4831236,0.874465
6.400006,0.5149211,0.4351614,0.8992953
6.450006,0.5081756,0.3820608,0.9231072
6.500007,0.5026724,0.4029995,0.9141602
6.550007,0.4986723,0.4561523,0.8888321
6.600007,0.4963205,0.501476,0.8640712
6.650007,0.4951417,0.5404299,0.8402576
6.700007,0.4958063,0.5762918,0.8160791
6.750008,0.5160998,0.6194732,0.7838051
6.800008,0.5323834,0.6630152,0.747334
6.850008,0.543006,0.7023863,0.7104583
6.900008,0.5480288,0.7317778,0.680146
6.950008,0.5501924,0.7612303,0.6470131
7.000009,0.5428755,0.7889417,0.6129178
7.050009,0.5343442,0.8159313,0.5765011
7.100009,0.5260406,0.8432766,0.535707
7.150009,0.5190609,0.8673565,0.495772
7.200009,0.5127617,0.8903012,0.4532784
7.25001,0.5071547,0.9121942,0.4074298
7.30001,0.503365,0.9129667,0.4056961
7.35001,0.4994371,0.8895631,0.4547252
7.40001,0.4970571,0.8678098,0.4949784
7.45001,0.4953624,0.8403761,0.5402457
7.50001,0.4957134,0.8095565,0.5854191
7.550011,0.5134703,0.7815163,0.6223583
7.600011,0.5263501,0.7551216,0.6541322
7.650011,0.5371786,0.7250835,0.6872783
7.700011,0.5464283,0.683724,0.7284359
7.750011,0.5501955,0.6380648,0.7687463
7.800012,0.5408692,0.5956281,0.8020751
7.850012,0.530888,0.5507529,0.833528
7.900012,0.5220956,0.504055,0.8625693
7.950012,0.5145206,0.4557723,0.8890271
8.000012,0.5081153,0.4055864,0.9130155
8.050013,0.5038337,0.3638694,0.9304281
8.100013,0.5005366,0.4034742,0.9139508
8.150013,0.4980159,0.4417916,0.8960567
8.200013,0.4957391,0.493006,0.8689318
8.250013,0.49492,0.5307452,0.8464083
8.300014,0.5026548,0.5668694,0.8226521
8.350014,0.5239418,0.6169344,0.785805
8.400014,0.5354458,0.6517106,0.7572124
8.450014,0.5436305,0.6849945,0.7272415
8.500014,0.5481281,0.7130243,0.6997814
8.550014,0.5501803,0.7419887,0.6689919
8.600015,0.5425733,0.7722145,0.633863
8.650015,0.5350545,0.7968761,0.6025662
8.700015,0.5272576,0.8234779,0.5656692
8.750015,0.5204669,0.8477563,0.5285895
8.800015,0.5146562,0.8696526,0.4917336
8.850016,0.5095264,0.8902146,0.4534485
8.900016,0.5048133,0.9106756,0.410813
8.950016,0.5000326,0.898908,0.4359609
9.000016,0.4975083,0.8783145,0.4760895
9.050016,0.4959008,0.8575604,0.5125306
9.100017,0.4949725,0.8337886,0.5503581
9.150017,0.5018817,0.8074582,0.5883101
9.200017,0.5162978,0.7834971,0.6198627
9.250017,0.5295405,0.7549022,0.6543852
9.300017,0.539296,0.7256303,0.6867011
9.350018,0.5459998,0.694791,0.7178878
9.400018,0.5497064,0.6605496,0.7495144
9.450018,0.5472712,0.630051,0.7753279
9.500018,0.5357691,0.5830082,0.8112946
9.550018,0.5264686,0.5380526,0.841782
9.600019,0.5195932,0.4991339,0.8654263
9.650019,0.5140872,0.4629577,0.8853066
9.700019,0.5084835,0.4193041,0.9067974
9.750019,0.503683,0.3729519,0.9268249
9.800019,0.5003328,0.3909535,0.9193764
9.850019,0.4973049,0.4401275,0.8968754
9.90002,0.4955246,0.4857076,0.8730324
9.95002,0.4951431,0.5376371,0.8420474
